image_name,slide,sample_id,staining
22-082_10X_IgG_CD11b_3-Scene-26-QUAG26,2,QUAG26,CD11b
22-082_10X_IgG_CD11b_3-Scene-27-QUAG27,2,QUAG27,IgG
22-082_10X_IgG_CD11b_3-Scene-27-QUAG27,2,QUAG27,CD11b
22-082_10X_IgG_CD11b_3-Scene-28-QUAG28,2,QUAG28,IgG
22-082_10X_IgG_CD11b_3-Scene-28-QUAG28,2,QUAG28,CD11b
22-082_10X_IgG_CD11b_3-Scene-29-QUAG29,2,QUAG29,IgG
22-082_10X_IgG_CD11b_3-Scene-29-QUAG29,2,QUAG29,CD11b
22-082_10X_IgG_CD11b_4-Scene-31-QUAG31,2,QUAG31,IgG
22-082_10X_IgG_CD11b_4-Scene-31-QUAG31,2,QUAG31,CD11b
22-082_10X_IgG_CD11b_4-Scene-32-QUAG32,2,QUAG32,IgG
22-082_10X_IgG_CD11b_4-Scene-32-QUAG32,2,QUAG32,CD11b
22-082_10X_IgG_CD11b_4-Scene-33-QUAG33,2,QUAG33,IgG
22-082_10X_IgG_CD11b_4-Scene-33-QUAG33,2,QUAG33,CD11b
22-082_10X_IgG_CD11b_4-Scene-34-QUAG34,2,QUAG34,IgG
22-082_10X_IgG_CD11b_4-Scene-34-QUAG34,2,QUAG34,CD11b
22-082_10X_IgG_CD11b_4-Scene-35-QUAG35,2,QUAG35,IgG
22-082_10X_IgG_CD11b_4-Scene-35-QUAG35,2,QUAG35,CD11b
22-082_10X_NADH_1-Scene-1-QUAG01,3,QUAG01,NADH
22-082_10X_NADH_1-Scene-2-QUAG02,3,QUAG02,NADH
22-082_10X_NADH_1-Scene-3-QUAG03,3,QUAG03,NADH
22-082_10X_NADH_1-Scene-4-QUAG04,3,QUAG04,NADH
22-082_10X_NADH_1-Scene-5-QUAG05,3,QUAG05,NADH
22-082_10X_NADH_2-Scene-21-QUAG21,3,QUAG21,NADH
22-082_10X_NADH_2-Scene-22-QUAG22,3,QUAG22,NADH
22-082_10X_NADH_2-Scene-23-QUAG23,3,QUAG23,NADH
22-082_10X_NADH_2-Scene-24-QUAG24,3,QUAG24,NADH
22-082_10X_NADH_2-Scene-25-QUAG25,3,QUAG25,NADH
22-082_10X_NADH_3-Scene-26-QUAG26,3,QUAG26,NADH
22-082_10X_NADH_3-Scene-27-QUAG27,3,QUAG27,NADH
22-082_10X_NADH_3-Scene-28-QUAG28,3,QUAG28,NADH
22-082_10X_NADH_3-Scene-29-QUAG29,3,QUAG29,NADH
22-082_10X_NADH_4-Scene-31-QUAG31,3,QUAG31,NADH
22-082_10X_NADH_4-Scene-32-QUAG32,3,QUAG32,NADH
22-082_10X_NADH_4-Scene-33-QUAG33,3,QUAG33,NADH
22-082_10X_NADH_4-Scene-34-QUAG34,3,QUAG34,NADH
22-082_10X_NADH_4-Scene-35-QUAG35,3,QUAG35,NADH
22-082_10X_HE_10x_1-Scene-1-QUAG01,6,QUAG01,HE_10x
22-082_10X_HE_10x_1-Scene-2-QUAG02,6,QUAG02,HE_10x
22-082_10X_HE_10x_1-Scene-3-QUAG03,6,QUAG03,HE_10x
22-082_10X_HE_10x_1-Scene-4-QUAG04,6,QUAG04,HE_10x
22-082_10X_HE_10x_1-Scene-5-QUAG05,6,QUAG05,HE_10x
22-082_10X_HE_10x_2-Scene-21-QUAG21,6,QUAG21,HE_10x
22-082_10X_HE_10x_2-Scene-22-QUAG22,6,QUAG22,HE_10x
22-082_10X_HE_10x_2-Scene-23-QUAG23,6,QUAG23,HE_10x
22-082_10X_HE_10x_2-Scene-24-QUAG24,6,QUAG24,HE_10x
22-082_10X_HE_10x_2-Scene-25-QUAG25,6,QUAG25,HE_10x
22-082_10X_HE_10x_3-Scene-26-QUAG26,6,QUAG26,HE_10x
22-082_10X_HE_10x_3-Scene-27-QUAG27,6,QUAG27,HE_10x
22-082_10X_HE_10x_3-Scene-28-QUAG28,6,QUAG28,HE_10x
22-082_10X_HE_10x_3-Scene-29-QUAG29,6,QUAG29,HE_10x
22-082_10X_HE_10x_4-Scene-31-QUAG31,6,QUAG31,HE_10x
22-082_10X_HE_10x_4-Scene-32-QUAG32,6,QUAG32,HE_10x
22-082_10X_HE_10x_4-Scene-33-QUAG33,6,QUAG33,HE_10x
22-082_10X_HE_10x_4-Scene-34-QUAG34,6,QUAG34,HE_10x
22-082_10X_HE_10x_4-Scene-35-QUAG35,6,QUAG35,HE_10x
22-082_10X_COX_1-Scene-1-QUAG01,7,QUAG01,COX
22-082_10X_COX_1-Scene-2-QUAG02,7,QUAG02,COX
22-082_10X_COX_1-Scene-3-QUAG03,7,QUAG03,COX
22-082_10X_COX_1-Scene-4-QUAG04,7,QUAG04,COX
22-082_10X_COX_1-Scene-5-QUAG05,7,QUAG05,COX
22-082_10X_COX_2-Scene-21-QUAG21,7,QUAG21,COX
22-082_10X_COX_2-Scene-22-QUAG22,7,QUAG22,COX
22-082_10X_COX_2-Scene-23-QUAG23,7,QUAG23,COX
22-082_10X_COX_2-Scene-24-QUAG24,7,QUAG24,COX
22-082_10X_COX_2-Scene-25-QUAG25,7,QUAG25,COX
22-082_10X_COX_3-Scene-26-QUAG26,7,QUAG26,COX
22-082_10X_COX_3-Scene-27-QUAG27,7,QUAG27,COX
22-082_10X_COX_3-Scene-28-QUAG28,7,QUAG28,COX
22-082_10X_COX_3-Scene-29-QUAG29,7,QUAG29,COX
22-082_10X_COX_4-Scene-31-QUAG31,7,QUAG31,COX
22-082_10X_COX_4-Scene-32-QUAG32,7,QUAG32,COX
22-082_10X_COX_4-Scene-33-QUAG33,7,QUAG33,COX
22-082_10X_COX_4-Scene-34-QUAG34,7,QUAG34,COX
22-082_10X_COX_4-Scene-35-QUAG35,7,QUAG35,COX
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-1-QUAG01,8,QUAG01,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-1-QUAG01,8,QUAG01,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-1-QUAG01,8,QUAG01,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-2-QUAG02,8,QUAG02,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-2-QUAG02,8,QUAG02,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-2-QUAG02,8,QUAG02,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-3-QUAG03,8,QUAG03,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-3-QUAG03,8,QUAG03,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-3-QUAG03,8,QUAG03,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-4-QUAG04,8,QUAG04,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-4-QUAG04,8,QUAG04,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-4-QUAG04,8,QUAG04,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-5-QUAG05,8,QUAG05,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-5-QUAG05,8,QUAG05,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_1-Scene-5-QUAG05,8,QUAG05,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-21-QUAG21,8,QUAG21,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-21-QUAG21,8,QUAG21,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-21-QUAG21,8,QUAG21,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-22-QUAG22,8,QUAG22,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-22-QUAG22,8,QUAG22,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-22-QUAG22,8,QUAG22,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-23-QUAG23,8,QUAG23,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-23-QUAG23,8,QUAG23,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-23-QUAG23,8,QUAG23,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-24-QUAG24,8,QUAG24,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-24-QUAG24,8,QUAG24,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-24-QUAG24,8,QUAG24,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-25-QUAG25,8,QUAG25,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-25-QUAG25,8,QUAG25,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_2-Scene-25-QUAG25,8,QUAG25,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-26-QUAG26,8,QUAG26,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-26-QUAG26,8,QUAG26,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-26-QUAG26,8,QUAG26,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-27-QUAG27,8,QUAG27,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-27-QUAG27,8,QUAG27,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-27-QUAG27,8,QUAG27,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-28-QUAG28,8,QUAG28,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-28-QUAG28,8,QUAG28,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-28-QUAG28,8,QUAG28,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-29-QUAG29,8,QUAG29,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-29-QUAG29,8,QUAG29,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_3-Scene-29-QUAG29,8,QUAG29,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-31-QUAG31,8,QUAG31,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-31-QUAG31,8,QUAG31,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-31-QUAG31,8,QUAG31,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-32-QUAG32,8,QUAG32,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-32-QUAG32,8,QUAG32,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-32-QUAG32,8,QUAG32,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-33-QUAG33,8,QUAG33,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-33-QUAG33,8,QUAG33,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-33-QUAG33,8,QUAG33,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-34-QUAG34,8,QUAG34,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-34-QUAG34,8,QUAG34,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-34-QUAG34,8,QUAG34,SQSTM1
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-35-QUAG35,8,QUAG35,LAMP2
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-35-QUAG35,8,QUAG35,LGALS3
22-082_10X_LAMP2_LGALS3_SQSTM1_4-Scene-35-QUAG35,8,QUAG35,SQSTM1
