image_name,slide,sample_id,staining
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_3-Scene-29-QUAG29,1,QUAG29,Collagen4
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-31-QUAG31,1,QUAG31,DAPI
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-31-QUAG31,1,QUAG31,Laminin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-31-QUAG31,1,QUAG31,Dystrophin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-31-QUAG31,1,QUAG31,Collagen4
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-32-QUAG32,1,QUAG32,DAPI
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-32-QUAG32,1,QUAG32,Laminin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-32-QUAG32,1,QUAG32,Dystrophin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-32-QUAG32,1,QUAG32,Collagen4
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-33-QUAG33,1,QUAG33,DAPI
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-33-QUAG33,1,QUAG33,Laminin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-33-QUAG33,1,QUAG33,Dystrophin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-33-QUAG33,1,QUAG33,Collagen4
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-34-QUAG34,1,QUAG34,DAPI
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-34-QUAG34,1,QUAG34,Laminin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-34-QUAG34,1,QUAG34,Dystrophin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-34-QUAG34,1,QUAG34,Collagen4
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-35-QUAG35,1,QUAG35,DAPI
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-35-QUAG35,1,QUAG35,Laminin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-35-QUAG35,1,QUAG35,Dystrophin
22-082_10X_DAPI_Laminin_Dystrophin_Collagen4_4-Scene-35-QUAG35,1,QUAG35,Collagen4
22-082_10X_IgG_CD11b_1-Scene-1-QUAG01,2,QUAG01,IgG
22-082_10X_IgG_CD11b_1-Scene-1-QUAG01,2,QUAG01,CD11b
22-082_10X_IgG_CD11b_1-Scene-2-QUAG02,2,QUAG02,IgG
22-082_10X_IgG_CD11b_1-Scene-2-QUAG02,2,QUAG02,CD11b
22-082_10X_IgG_CD11b_1-Scene-3-QUAG03,2,QUAG03,IgG
22-082_10X_IgG_CD11b_1-Scene-3-QUAG03,2,QUAG03,CD11b
22-082_10X_IgG_CD11b_1-Scene-4-QUAG04,2,QUAG04,IgG
22-082_10X_IgG_CD11b_1-Scene-4-QUAG04,2,QUAG04,CD11b
22-082_10X_IgG_CD11b_1-Scene-5-QUAG05,2,QUAG05,IgG
22-082_10X_IgG_CD11b_1-Scene-5-QUAG05,2,QUAG05,CD11b
22-082_10X_IgG_CD11b_2-Scene-21-QUAG21,2,QUAG21,IgG
22-082_10X_IgG_CD11b_2-Scene-21-QUAG21,2,QUAG21,CD11b
22-082_10X_IgG_CD11b_2-Scene-22-QUAG22,2,QUAG22,IgG
22-082_10X_IgG_CD11b_2-Scene-22-QUAG22,2,QUAG22,CD11b
22-082_10X_IgG_CD11b_2-Scene-23-QUAG23,2,QUAG23,IgG
22-082_10X_IgG_CD11b_2-Scene-23-QUAG23,2,QUAG23,CD11b
22-082_10X_IgG_CD11b_2-Scene-24-QUAG24,2,QUAG24,IgG
22-082_10X_IgG_CD11b_2-Scene-24-QUAG24,2,QUAG24,CD11b
22-082_10X_IgG_CD11b_2-Scene-25-QUAG25,2,QUAG25,IgG
22-082_10X_IgG_CD11b_2-Scene-25-QUAG25,2,QUAG25,CD11b
22-082_10X_IgG_CD11b_3-Scene-26-QUAG26,2,QUAG26,IgG
